,Provincia,Cantón,Parroquia,Densidad Poblacional
450,IMBABURA,IBARRA,SALINAS,31.0
451,IMBABURA,IBARRA,SAN ANTONIO,738.0
452,IMBABURA,ANTONIO ANTE,ATUNTAQUI,1.253
453,IMBABURA,ANTONIO ANTE,IMBAYA,139.0
454,IMBABURA,ANTONIO ANTE,SAN FRANCISCO DE NATABUELA,752.0
455,IMBABURA,ANTONIO ANTE,SAN JOSÉ DE CHALTURA,227.0
456,IMBABURA,ANTONIO ANTE,SAN ROQUE,668.0
457,IMBABURA,COTACACHI,COTACACHI,325.0
458,IMBABURA,COTACACHI,APUELA,10.0
459,IMBABURA,COTACACHI,GARCÍA MORENO,13.0
460,IMBABURA,COTACACHI,IMANTAG,24.0
461,IMBABURA,COTACACHI,PEÑAHERRERA,15.0
462,IMBABURA,COTACACHI,PLAZA GUTIÉRREZ,4.0
463,IMBABURA,COTACACHI,QUIROGA,181.0
464,IMBABURA,COTACACHI,SEIS DE JULIO DE CUELLAJE,9.0
465,IMBABURA,COTACACHI,VACAS GALINDO,11.0
466,IMBABURA,OTAVALO,OTAVALO,700.0
467,IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS,682.0
468,IMBABURA,OTAVALO,EUGENIO ESPEJO,315.0
469,IMBABURA,OTAVALO,GONZÁLEZ SUÁREZ,148.0
470,IMBABURA,OTAVALO,PATAQUÍ,22.0
471,IMBABURA,OTAVALO,SAN JOSÉ DE QUICHINCHE,51.0
472,IMBABURA,OTAVALO,SAN JUAN DE ILUMÁN,454.0
473,IMBABURA,OTAVALO,SAN PABLO,175.0
474,IMBABURA,OTAVALO,SAN RAFAEL,290.0
475,IMBABURA,OTAVALO,SELVA ALEGRE,15.0
476,IMBABURA,PIMAMPIRO,PIMAMPIRO,109.0
477,IMBABURA,PIMAMPIRO,CHUGÁ,21.0
478,IMBABURA,PIMAMPIRO,MARIANO ACOSTA,10.0
479,IMBABURA,PIMAMPIRO,SAN FRANCISCO DE SIGSIPAMBA,6.0
480,IMBABURA,SAN MIGUEL DE URCUQUÍ,URCUQUÍ,109.0
481,IMBABURA,SAN MIGUEL DE URCUQUÍ,CAHUASQUÍ,15.0
482,IMBABURA,SAN MIGUEL DE URCUQUÍ,LA MERCED DE BUENOS AIRES,5.0
483,IMBABURA,SAN MIGUEL DE URCUQUÍ,PABLO ARENAS,43.0
484,IMBABURA,SAN MIGUEL DE URCUQUÍ,SAN BLAS,48.0
485,IMBABURA,SAN MIGUEL DE URCUQUÍ,TUMBABIRO,45.0
486,LOJA,LOJA,LOJA,752.0
487,LOJA,LOJA,CHANTACO,43.0
488,LOJA,LOJA,CHUQUIRIBAMBA,29.0
489,LOJA,LOJA,EL CISNE,15.0
490,LOJA,LOJA,GUALEL,21.0
491,LOJA,LOJA,JIMBILLA,10.0
492,LOJA,LOJA,MALACATOS,42.0
493,LOJA,LOJA,SAN LUCAS,30.0
494,LOJA,LOJA,SAN PEDRO DE VILCABAMBA,19.0
495,LOJA,LOJA,SANTIAGO,10.0
496,LOJA,LOJA,TAQUIL,40.0
497,LOJA,LOJA,VILCABAMBA,35.0
498,LOJA,LOJA,YANGANA,5.0
499,LOJA,LOJA,QUINARA,10.0
500,LOJA,CALVAS,CARIAMANGA,56.0
501,LOJA,CALVAS,COLAISACA,7.0
502,LOJA,CALVAS,EL LUCERO,28.0
503,LOJA,CALVAS,UTUANA,9.0
504,LOJA,CALVAS,SANGUILLÍN,14.0
505,LOJA,CATAMAYO,CATAMAYO,191.0
506,LOJA,CATAMAYO,EL TAMBO,22.0
507,LOJA,CATAMAYO,GUAYQUICHUMA,3.0
508,LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,13.0
509,LOJA,CATAMAYO,ZAMBI,9.0
510,LOJA,CELICA,CELICA,28.0
511,LOJA,CELICA,CRUZPAMBA,43.0
512,LOJA,CELICA,PÓZUL,40.0
513,LOJA,CELICA,SABANILLA,18.0
514,LOJA,CELICA,TENIENTE MAXIMILIANO RODRÍGUEZ LOAIZA,20.0
515,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,34.0
516,LOJA,CHAGUARPAMBA,BUENAVISTA,27.0
517,LOJA,CHAGUARPAMBA,EL ROSARIO,4.0
518,LOJA,CHAGUARPAMBA,SANTA RUFINA,22.0
519,LOJA,CHAGUARPAMBA,AMARILLOS,28.0
520,LOJA,ESPÍNDOLA,AMALUZA,34.0
521,LOJA,ESPÍNDOLA,BELLAVISTA,28.0
522,LOJA,ESPÍNDOLA,JIMBURA,21.0
523,LOJA,ESPÍNDOLA,SANTA TERESITA,19.0
524,LOJA,ESPÍNDOLA,27 DE ABRIL,45.0
525,LOJA,ESPÍNDOLA,EL INGENIO,23.0
526,LOJA,ESPÍNDOLA,EL AIRO,29.0
527,LOJA,GONZANAMÁ,GONZANAMÁ,40.0
528,LOJA,GONZANAMÁ,CHANGAIMINA,23.0
529,LOJA,GONZANAMÁ,NAMBACOLA,14.0
530,LOJA,GONZANAMÁ,PURUNUMA,10.0
531,LOJA,GONZANAMÁ,SACAPALCA,15.0
532,LOJA,MACARÁ,MACARÁ,41.0
533,LOJA,MACARÁ,LARAMA,11.0
534,LOJA,MACARÁ,LA VICTORIA,20.0
535,LOJA,MACARÁ,SABIANGO,14.0
536,LOJA,PALTAS,CATACOCHA,27.0
537,LOJA,PALTAS,CANGONAMÁ,21.0
538,LOJA,PALTAS,GUACHANAMÁ,9.0
539,LOJA,PALTAS,LAURO GUERRERO,17.0
540,LOJA,PALTAS,ORIANGA,9.0
541,LOJA,PALTAS,SAN ANTONIO,31.0
542,LOJA,PALTAS,CASANGA,33.0
543,LOJA,PALTAS,YAMANA,56.0
544,LOJA,PUYANGO,ALAMOR,37.0
545,LOJA,PUYANGO,CIANO,17.0
546,LOJA,PUYANGO,EL ARENAL,42.0
547,LOJA,PUYANGO,EL LIMO,12.0
548,LOJA,PUYANGO,MERCADILLO,47.0
549,LOJA,PUYANGO,VICENTINO,19.0
550,LOJA,SARAGURO,SARAGURO,128.0
551,LOJA,SARAGURO,EL PARAÍSO DE CELEN,41.0
552,LOJA,SARAGURO,EL TABLÓN,10.0
553,LOJA,SARAGURO,LLUZHAPA,21.0
554,LOJA,SARAGURO,MANÚ,12.0
555,LOJA,SARAGURO,SAN ANTONIO DE QUMBE,14.0
556,LOJA,SARAGURO,SAN PABLO DE TENTA,21.0
557,LOJA,SARAGURO,SAN SEBASTIÁN DE YÚLUC,8.0
558,LOJA,SARAGURO,SELVA ALEGRE,34.0
559,LOJA,SARAGURO,URDANETA,34.0
560,LOJA,SARAGURO,SUMAYPAMBA,17.0
561,LOJA,SOZORANGA,SOZORANGA,12.0
562,LOJA,SOZORANGA,NUEVA FÁTIMA,16.0
563,LOJA,SOZORANGA,TACAMOROS,32.0
564,LOJA,ZAPOTILLO,ZAPOTILLO,30.0
565,LOJA,ZAPOTILLO,MANGAHURCO,5.0
566,LOJA,ZAPOTILLO,GARZAREAL,10.0
567,LOJA,ZAPOTILLO,LIMONES,7.0
568,LOJA,ZAPOTILLO,PALETILLAS,15.0
569,LOJA,ZAPOTILLO,BOLASPAMBA,9.0
570,LOJA,ZAPOTILLO,CAZADEROS,4.0
571,LOJA,PINDAL,PINDAL,89.0
572,LOJA,PINDAL,CHAQUINAL,58.0
573,LOJA,PINDAL,12 DE DICIEMBRE,48.0
574,LOJA,PINDAL,MILAGROS,32.0
575,LOJA,QUILANGA,QUILANGA,28.0
576,LOJA,QUILANGA,FUNDOCHAMBA,8.0
577,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,10.0
578,LOJA,OLMEDO,OLMEDO,60.0
579,LOJA,OLMEDO,LA TINGUE,9.0
580,LOS RÍOS,BABAHOYO,BABAHOYO,662.0
581,LOS RÍOS,BABAHOYO,CARACOL,57.0
582,LOS RÍOS,BABAHOYO,FEBRES CORDERO,55.0
583,LOS RÍOS,BABAHOYO,PIMOCHA,101.0
584,LOS RÍOS,BABAHOYO,LA UNIÓN,75.0
585,LOS RÍOS,BABA,BABA,126.0
586,LOS RÍOS,BABA,GUARE,58.0
587,LOS RÍOS,BABA,ISLA DE BEJUCAL,91.0
588,LOS RÍOS,MONTALVO,MONTALVO,87.0
589,LOS RÍOS,MONTALVO,LA ESMERALDA,44.0
590,LOS RÍOS,PUEBLOVIEJO,PUEBLOVIEJO,100.0
591,LOS RÍOS,PUEBLOVIEJO,PUERTO PECHICHE,64.0
592,LOS RÍOS,PUEBLOVIEJO,SAN JUAN,203.0
593,LOS RÍOS,QUEVEDO,QUEVEDO,732.0
594,LOS RÍOS,QUEVEDO,SAN CARLOS,144.0
595,LOS RÍOS,QUEVEDO,LA ESPERANZA,174.0
596,LOS RÍOS,URDANETA,CATARAMA,193.0
597,LOS RÍOS,URDANETA,RICAURTE,70.0
598,LOS RÍOS,VENTANAS,VENTANAS,320.0
599,LOS RÍOS,VENTANAS,ZAPOTAL,75.0
600,LOS RÍOS,VENTANAS,CHACARITA,51.0
601,LOS RÍOS,VENTANAS,LOS ÁNGELES,52.0
602,LOS RÍOS,VINCES,VINCES,111.0
603,LOS RÍOS,VINCES,ANTONIO SOTOMAYOR,126.0
604,LOS RÍOS,PALENQUE,PALENQUE,44.0
605,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,144.0
606,LOS RÍOS,BUENA FE,PATRICIA PILAR,89.0
607,LOS RÍOS,VALENCIA,VALENCIA,53.0
608,LOS RÍOS,MOCACHE,MOCACHE,74.0
609,LOS RÍOS,QUINSALOMA,QUINSALOMA,67.0
610,MANABÍ,PORTOVIEJO,PORTOVIEJO,608.0
611,MANABÍ,PORTOVIEJO,ABDÓN CALDERÓN,139.0
612,MANABÍ,PORTOVIEJO,ALHAJUELA,152.0
613,MANABÍ,PORTOVIEJO,CRUCITA,274.0
614,MANABÍ,PORTOVIEJO,PUEBLO NUEVO,113.0
615,MANABÍ,PORTOVIEJO,RIOCHICO,187.0
616,MANABÍ,PORTOVIEJO,SAN PLÁCIDO,59.0
617,MANABÍ,PORTOVIEJO,CHIRIJOS,45.0
618,MANABÍ,BOLÍVAR,CALCETA,114.0
619,MANABÍ,BOLÍVAR,MEMBRILLO,29.0
620,MANABÍ,BOLÍVAR,QUIROGA,36.0
621,MANABÍ,CHONE,CHONE,95.0
622,MANABÍ,CHONE,BOYACÁ,19.0
623,MANABÍ,CHONE,CANUTO,54.0
624,MANABÍ,CHONE,CONVENTO,21.0
625,MANABÍ,CHONE,CHIBUNGA,11.0
626,MANABÍ,CHONE,ELOY ALFARO,20.0
627,MANABÍ,CHONE,RICAURTE,20.0
628,MANABÍ,CHONE,SAN ANTONIO,45.0
629,MANABÍ,EL CARMEN,EL CARMEN,111.0
630,MANABÍ,EL CARMEN,WILFRIDO LOOR MOREIRA,13.0
631,MANABÍ,EL CARMEN,SAN PEDRO DE SUMA,38.0
632,MANABÍ,EL CARMEN,SANTA MARÍA,40.0
633,MANABÍ,EL CARMEN,EL PARAÍSO LA 14,71.0
634,MANABÍ,FLAVIO ALFARO,FLAVIO ALFARO,20.0
635,MANABÍ,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO,10.0
636,MANABÍ,FLAVIO ALFARO,ZAPALLO,35.0
637,MANABÍ,JIPIJAPA,JIPIJAPA,142.0
638,MANABÍ,JIPIJAPA,AMÉRICA,38.0
639,MANABÍ,JIPIJAPA,EL ANEGADO,60.0
640,MANABÍ,JIPIJAPA,JULCUY,6.0
641,MANABÍ,JIPIJAPA,LA UNIÓN,37.0
642,MANABÍ,JIPIJAPA,MEMBRILLAL,12.0
643,MANABÍ,JIPIJAPA,PEDRO PABLO GÓMEZ,15.0
644,MANABÍ,JIPIJAPA,PUERTO CAYO,24.0
645,MANABÍ,JUNÍN,JUNÍN,84.0
646,MANABÍ,MANTA,MANTA,2.903
647,MANABÍ,MANTA,SAN LORENZO,34.0
648,MANABÍ,MANTA,SANTA MARIANITA,101.0
649,MANABÍ,MONTECRISTI,MONTECRISTI,162.0
650,MANABÍ,MONTECRISTI,LA PILA,29.0
651,MANABÍ,PAJÁN,PAJÁN,101.0
652,MANABÍ,PAJÁN,CAMPOZANO,37.0
653,MANABÍ,PAJÁN,CASCOL,19.0
654,MANABÍ,PAJÁN,GUALE,42.0
655,MANABÍ,PAJÁN,LASCANO,38.0
656,MANABÍ,PICHINCHA,PICHINCHA,35.0
657,MANABÍ,PICHINCHA,BARRAGANETE,19.0
658,MANABÍ,PICHINCHA,SAN SEBASTIÁN,33.0
659,MANABÍ,ROCAFUERTE,ROCAFUERTE,153.0
660,MANABÍ,SANTA ANA,SANTA ANA DE VUELTA LARGA,84.0
661,MANABÍ,SANTA ANA,AYACUCHO,76.0
662,MANABÍ,SANTA ANA,HONORATO VÁSQUEZ,36.0
663,MANABÍ,SANTA ANA,LA UNIÓN,30.0
664,MANABÍ,SANTA ANA,SAN PABLO,27.0
665,MANABÍ,SUCRE,BAHIA DE CARÁQUEZ,162.0
666,MANABÍ,SUCRE,CHARAPOTÓ,94.0
667,MANABÍ,SUCRE,SAN ISIDRO,44.0
668,MANABÍ,TOSAGUA,TOSAGUA,126.0
669,MANABÍ,TOSAGUA,BACHILLERO,76.0
670,MANABÍ,TOSAGUA,ÁNGEL PEDRO GILER,95.0
671,MANABÍ,24 DE MAYO,SUCRE,77.0
672,MANABÍ,24 DE MAYO,BELLAVISTA,48.0
673,MANABÍ,24 DE MAYO,NOBOA,47.0
674,MANABÍ,24 DE MAYO,ARQUITECTO SIXTO DURÁN BALLÉN,41.0
675,MANABÍ,PEDERNALES,PEDERNALES,62.0
676,MANABÍ,PEDERNALES,COJIMÍES,21.0
677,MANABÍ,PEDERNALES,DIEZ DE AGOSTO,27.0
678,MANABÍ,PEDERNALES,ATAHUALPA,15.0
679,MANABÍ,OLMEDO,OLMEDO,39.0
680,MANABÍ,PUERTO LÓPEZ,PUERTO LÓPEZ,66.0
681,MANABÍ,PUERTO LÓPEZ,MACHALILLA,46.0
682,MANABÍ,PUERTO LÓPEZ,SALANGO,67.0
683,MANABÍ,JAMA,JAMA,29.0
684,MANABÍ,JARAMIJÓ,JARAMIJÓ,308.0
685,MANABÍ,SAN VICENTE,SAN VICENTE,50.0
686,MANABÍ,SAN VICENTE,CANOA,21.0
687,MORONA SANTIAGO,MORONA,MACAS,459.0
688,MORONA SANTIAGO,MORONA,ALSHI,1.0
689,MORONA SANTIAGO,MORONA,GENERAL PROAÑO,67.0
690,MORONA SANTIAGO,MORONA,SAN ISIDRO,9.0
691,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,8.0
692,MORONA SANTIAGO,MORONA,SINAÍ,3.0
693,MORONA SANTIAGO,MORONA,ZUÑA,0.0
694,MORONA SANTIAGO,MORONA,CUCHAENTZA,8.0
695,MORONA SANTIAGO,MORONA,RÍO BLANCO,14.0
696,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,34.0
697,MORONA SANTIAGO,GUALAQUIZA,AMAZONAS,1.0
698,MORONA SANTIAGO,GUALAQUIZA,BERMEJOS,2.0
699,MORONA SANTIAGO,GUALAQUIZA,BOMBOÍZA,10.0
700,MORONA SANTIAGO,GUALAQUIZA,CHIGÜINDA,3.0
701,MORONA SANTIAGO,GUALAQUIZA,EL ROSARIO,4.0
702,MORONA SANTIAGO,GUALAQUIZA,NUEVA TARQUI,12.0
703,MORONA SANTIAGO,GUALAQUIZA,SAN MIGUEL DE CUYES,0.0
704,MORONA SANTIAGO,GUALAQUIZA,EL IDEAL,7.0
705,MORONA SANTIAGO,LIMÓN INDANZA,GRAL. LEONIDAS PLAZA GUTIÉRREZ,16.0
706,MORONA SANTIAGO,LIMÓN INDANZA,INDANZA,16.0
707,MORONA SANTIAGO,LIMÓN INDANZA,SAN ANTONIO,2.0
708,MORONA SANTIAGO,LIMÓN INDANZA,SAN MIGUEL DE CONCHAY,3.0
709,MORONA SANTIAGO,LIMÓN INDANZA,SANTA SUSANA DE CHIVIAZA,3.0
710,MORONA SANTIAGO,LIMÓN INDANZA,YUNGANZA,4.0
711,MORONA SANTIAGO,PALORA,PALORA,56.0
712,MORONA SANTIAGO,PALORA,ARAPICOS,5.0
713,MORONA SANTIAGO,PALORA,CUMANDÁ,0.0
714,MORONA SANTIAGO,PALORA,SANGAY,12.0
715,MORONA SANTIAGO,PALORA,16 DE AGOSTO,15.0
716,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MÉNDEZ,12.0
717,MORONA SANTIAGO,SANTIAGO,COPAL,1.0
718,MORONA SANTIAGO,SANTIAGO,CHUPIANZA,7.0
719,MORONA SANTIAGO,SANTIAGO,PATUCA,7.0
720,MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO,10.0
721,MORONA SANTIAGO,SANTIAGO,TAYUZA,17.0
722,MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,9.0
723,MORONA SANTIAGO,SUCÚA,SUCÚA,23.0
724,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,12.0
725,MORONA SANTIAGO,SUCÚA,HUAMBI,15.0
726,MORONA SANTIAGO,SUCÚA,SANTA MARIANITA DE JESÚS,24.0
727,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,22.0
728,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,14.0
729,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,20.0
730,MORONA SANTIAGO,SAN JUAN BOSCO,PAN DE AZÚCAR,1.0
731,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMÓN,1.0
732,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JACINTO DE WAKAMBEIS,5.0
733,MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,5.0
734,MORONA SANTIAGO,TAISHA,TAISHA,6.0
735,MORONA SANTIAGO,TAISHA,HUASAGA,2.0
736,MORONA SANTIAGO,TAISHA,MACUMA,6.0
737,MORONA SANTIAGO,TAISHA,TUUTINENTSA,5.0
738,MORONA SANTIAGO,TAISHA,PUMPUENTSA,3.0
739,MORONA SANTIAGO,LOGROÑO,LOGROÑO,47.0
740,MORONA SANTIAGO,LOGROÑO,YAUPI,3.0
741,MORONA SANTIAGO,LOGROÑO,SHIMPIS,10.0
742,MORONA SANTIAGO,PABLO SEXTO,PABLO SEXTO,2.0
743,MORONA SANTIAGO,TIWINTZA,SANTIAGO,8.0
744,MORONA SANTIAGO,TIWINTZA,SAN JOSÉ DE MORONA,7.0
745,NAPO,TENA,TENA,486.0
746,NAPO,TENA,AHUANO,17.0
747,NAPO,TENA,CHONTAPUNTA,9.0
748,NAPO,TENA,PANO,3.0
749,NAPO,TENA,PUERTO MISAHUALLÍ,15.0
750,NAPO,TENA,PUERTO NAPO,32.0
751,NAPO,TENA,TÁLAG,4.0
752,NAPO,TENA,SAN JUAN DE MUYUNA,45.0
753,NAPO,ARCHIDONA,ARCHIDONA,16.0
754,NAPO,ARCHIDONA,COTUNDO,4.0
755,NAPO,ARCHIDONA,SAN PABLO DE USHPAYACU,37.0
756,NAPO,ARCHIDONA,HATUN SUMAKU,7.0
757,NAPO,EL CHACO,EL CHACO,98.0
758,NAPO,EL CHACO,GONZALO DÍAZ DE PINEDA,0.0
759,NAPO,EL CHACO,LINARES,1.0
760,NAPO,EL CHACO,OYACACHI,1.0
761,NAPO,EL CHACO,SANTA ROSA,5.0
762,NAPO,EL CHACO,SARDINAS,5.0
763,NAPO,QUIJOS,BAEZA,14.0
764,NAPO,QUIJOS,COSANGA,1.0
765,NAPO,QUIJOS,CUYUJA,2.0
766,NAPO,QUIJOS,PAPALLACTA,2.0
767,NAPO,QUIJOS,SAN FRANCISCO DE BORJA,28.0
768,NAPO,QUIJOS,SUMACO,0.0
769,NAPO,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,9.0
770,PASTAZA,PASTAZA,PUYO,430.0
771,PASTAZA,PASTAZA,CANELOS,6.0
772,PASTAZA,PASTAZA,DIEZ DE AGOSTO,15.0
773,PASTAZA,PASTAZA,FÁTIMA,23.0
774,PASTAZA,PASTAZA,MONTALVO,1.0
775,PASTAZA,PASTAZA,POMONA,5.0
776,PASTAZA,PASTAZA,RÍO CORRIENTES,0.0
777,PASTAZA,PASTAZA,RÍO TIGRE,0.0
778,PASTAZA,PASTAZA,SARAYACU,1.0
779,PASTAZA,PASTAZA,SIMÓN BOLÍVAR,7.0
780,PASTAZA,PASTAZA,TARQUI,153.0
781,PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,11.0
782,PASTAZA,PASTAZA,VERACRUZ,14.0
783,PASTAZA,PASTAZA,EL TRIUNFO,6.0
784,PASTAZA,MERA,MERA,5.0
785,PASTAZA,MERA,MADRE TIERRA,27.0
786,PASTAZA,MERA,SHELL,391.0
787,PASTAZA,SANTA CLARA,SANTA CLARA,15.0
788,PASTAZA,SANTA CLARA,SAN JOSÉ,13.0
789,PASTAZA,ARAJUNO,ARAJUNO,9.0
790,PASTAZA,ARAJUNO,CURARAY,0.0
791,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,QUITO,4.878
792,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ALANGASÍ,1.18
793,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AMAGUAÑA,767.0
794,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ATAHUALPA,21.0
795,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CALACALÍ,26.0
796,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CALDERÓN,3.211
797,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CONOCOTO,2.859
798,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CUMBAYÁ,1.996
799,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CHAVEZPAMBA,50.0
800,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CHECA,131.0
801,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,EL QUINCHE,243.0
802,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,GUALEA,14.0
803,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,GUANGOPOLO,426.0
804,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,GUAYLLABAMBA,371.0
805,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA MERCED,362.0
806,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LLANO CHICO,2.002
807,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LLOA,4.0
808,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NANEGAL,12.0
809,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NANEGALITO,22.0
810,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NAYÓN,1.247
811,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NONO,14.0
812,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PACTO,11.0
813,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PERUCHO,72.0
814,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PIFO,91.0
815,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PÍNTAG,48.0
816,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,POMASQUI,1.556
817,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PUÉLLARO,71.0
818,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PUEMBO,560.0
819,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SAN ANTONIO,448.0
820,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SAN JOSÉ DE MINAS,19.0
821,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,TABABELA,152.0
822,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,TUMBACO,1.207
823,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,YARUQUÍ,364.0
824,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ZÁMBIZA,814.0
825,PICHINCHA,CAYAMBE,CAYAMBE,193.0
826,PICHINCHA,CAYAMBE,ASCÁZUBI,227.0
827,PICHINCHA,CAYAMBE,CANGAHUA,54.0
828,PICHINCHA,CAYAMBE,OLMEDO,16.0
829,PICHINCHA,CAYAMBE,OTÓN,130.0
830,PICHINCHA,CAYAMBE,SANTA ROSA DE CUZUBAMBA,275.0
831,PICHINCHA,CAYAMBE,SAN JOSÉ DE AYORA,110.0
832,PICHINCHA,MEJÍA,MACHACHI,84.0
833,PICHINCHA,MEJÍA,ALOAG,49.0
834,PICHINCHA,MEJÍA,ALOASÍ,191.0
835,PICHINCHA,MEJÍA,CUTUGLAHUA,783.0
836,PICHINCHA,MEJÍA,EL CHAUPI,10.0
837,PICHINCHA,MEJÍA,MANUEL CORNEJO ASTORGA,7.0
838,PICHINCHA,MEJÍA,TAMBILLO,197.0
839,PICHINCHA,MEJÍA,UYUMBICHO,294.0
840,PICHINCHA,PEDRO MONCAYO,TABACUNDO,297.0
841,PICHINCHA,PEDRO MONCAYO,LA ESPERANZA,124.0
842,PICHINCHA,PEDRO MONCAYO,MALCHINGUÍ,73.0
843,PICHINCHA,PEDRO MONCAYO,TOCACHI,21.0
844,PICHINCHA,PEDRO MONCAYO,TUPIGACHI,145.0
845,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,1.795
846,PICHINCHA,RUMIÑAHUI,COTOGCHOA,122.0
847,PICHINCHA,RUMIÑAHUI,RUMIPAMBA,16.0
848,PICHINCHA,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,18.0
849,PICHINCHA,SAN MIGUEL DE LOS BANCOS,MINDO,11.0
850,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,25.0
851,PICHINCHA,PUERTO QUITO,PUERTO QUITO,36.0
852,TUNGURAHUA,AMBATO,AMBATO,4.006
853,TUNGURAHUA,AMBATO,AMBATILLO,413.0
854,TUNGURAHUA,AMBATO,ATAHUALPA,1.503
855,TUNGURAHUA,AMBATO,AUGUSTO N. MARTÍNEZ,276.0
856,TUNGURAHUA,AMBATO,CONSTANTINO FERNÁNDEZ,200.0
857,TUNGURAHUA,AMBATO,HUACHI GRANDE,1.115
858,TUNGURAHUA,AMBATO,IZAMBA,754.0
859,TUNGURAHUA,AMBATO,JUAN BENIGNO VELA,207.0
860,TUNGURAHUA,AMBATO,MONTALVO,593.0
861,TUNGURAHUA,AMBATO,PASA,88.0
862,TUNGURAHUA,AMBATO,PICAIHUA,650.0
863,TUNGURAHUA,AMBATO,PILAGÜÍN,27.0
864,TUNGURAHUA,AMBATO,QUISAPINCHA,88.0
865,TUNGURAHUA,AMBATO,SAN BARTOLOMÉ DE PINLLO,925.0
866,TUNGURAHUA,AMBATO,SAN FERNANDO,19.0
867,TUNGURAHUA,AMBATO,SANTA ROSA,710.0
868,TUNGURAHUA,AMBATO,TOTORAS,1.263
869,TUNGURAHUA,AMBATO,CUNCHIBAMBA,276.0
870,TUNGURAHUA,AMBATO,UNAMUNCHO,398.0
871,TUNGURAHUA,BAÑOS DE AGUA SANTA,BAÑOS,190.0
872,TUNGURAHUA,BAÑOS DE AGUA SANTA,LLIGUA,39.0
873,TUNGURAHUA,BAÑOS DE AGUA SANTA,RÍO NEGRO,2.0
874,TUNGURAHUA,BAÑOS DE AGUA SANTA,RÍO VERDE,5.0
875,TUNGURAHUA,BAÑOS DE AGUA SANTA,ULBA,30.0
876,TUNGURAHUA,CEVALLOS,CEVALLOS,556.0
877,TUNGURAHUA,MOCHA,MOCHA,73.0
878,TUNGURAHUA,MOCHA,PINGUILÍ,244.0
879,TUNGURAHUA,PATATE,PATATE,110.0
880,TUNGURAHUA,PATATE,EL TRIUNFO,10.0
